campaignDisplayName,campaignDescription,campaignID,campaignStartDate,campaignEndDate,duration,daysLeft,campaignType,campaignStatus,userEmail,resourceID,resourceName,resourceType,assignmentType,entitlementBundleName,entitlementValueName,decision,decidedDate,reviewerType,reviewerGroupName,reviewerEmail,remediationStatus,currentReviewerLevel,level1ReviewerEmail,level1ReviewerDecision,level2ReviewerEmail,level2ReviewerDecision
PCI Resource Review - 528,PCI Resource Review audit.,5dT8j3crUEV7ZWAg,11/14/2023 7:54 pm,11/29/2023 8:43 pm,15,-665.636204,RESOURCE,IN_PROGRESS,neha.johnson62@testmail.com,MXwylhR7HBp0OUxZk8TJ,Finance360,Application,USER,,ROLE_USER,UNREVIEWED,,GROUP,ComplianceTeam,,PENDING,2,,,,
SOX Resource Review - 868,,ywOaNg5sWPyWIecx,06/10/2025 8:09 am,07/10/2025 8:33 am,30,-77.143090,RESOURCE,CANCELLED,neha.brown22@mailinator.com,gJaPgvWCYCFHNE4r93BK,HRPro,Server,GROUP,Default Bundle,,UNREVIEWED,,USER,,neha.brown@example.com,FAILED,1,neha.brown@testmail.com,APPROVED,,
Quarterly Access Review - 267,,uZtRCTgX6klS2xyB,03/04/2023 11:43 am,03/16/2023 12:00 pm,12,-923.999560,RESOURCE,ACTIVE,sai.garcia429@mailinator.com,mJhnBUspDJeZQXd47EyO,HRPro,Application,GROUP,,ROLE_USER,APPROVED,03/13/2023 5:05 am,GROUP,SecurityOps,,FAILED,1,sai.garcia@example.com,REVOKED,,
Customer Portal Access - 472,,xnKo4Wbet4f3gHI5,01/26/2024 12:59 pm,02/18/2024 1:18 pm,23,-584.945312,RESOURCE,ACTIVE,kiran.brown129@mailinator.com,NpgRQISnDRZhpMnisikH,My Super Secure App,API,GROUP,,,REVOKED,02/13/2024 4:33 am,GROUP,SecurityOps,,PENDING,1,,,,
Quarterly Access Review - 723,,yKTp4k7pbJjmQHCH,01/04/2023 10:32 am,01/27/2023 10:49 am,23,-972.049306,RESOURCE,CANCELLED,sai.johnson8@example.com,bXxeVJcC5c0EzmmyQYFe,Finance360,Server,GROUP,,ROLE_USER,UNREVIEWED,,GROUP,SecurityOps,,PENDING,2,sai.johnson@example.com,REVOKED,sai.johnson@mailinator.com,APPROVED
Customer Portal Access - 893,,rkaGb7P7NDGiHZak,09/04/2023 7:32 pm,09/25/2023 8:11 pm,21,-730.658750,RESOURCE,DRAFT,sai.martinez957@testmail.com,DlYnB8C6NGl0Lukvr9iL,HRPro,Database,GROUP,,ROLE_USER,APPROVED,09/23/2023 3:25 am,USER,,sai.martinez@example.com,FAILED,2,sai.martinez@testmail.com,REVOKED,,
SOX Resource Review - 816,,PQt2Yewxw5Fw5vmf,11/09/2023 7:41 am,12/06/2023 7:44 am,27,-659.177373,RESOURCE,IN_PROGRESS,sai.brown945@testmail.com,8MgYo0PSTV3zSVIw3H3B,HRPro,Application,GROUP,,ROLE_USER,APPROVED,11/12/2023 12:49 pm,USER,,sai.brown@testmail.com,PENDING,2,sai.brown@mailinator.com,APPROVED,sai.brown@testmail.com,REVOKED
Quarterly Access Review - 604,,TWwwyO8pp1dXRcQQ,02/19/2025 4:02 am,03/01/2025 4:52 am,10,-208.296968,RESOURCE,ACTIVE,kiran.brown198@mailinator.com,MOiba9ngWgqIWjSVlMXO,Data Lake Portal,Database,GROUP,Default Bundle,,REVOKED,02/28/2025 9:12 am,GROUP,ComplianceTeam,,PENDING,,kiran.brown@mailinator.com,APPROVED,kiran.brown@testmail.com,APPROVED
Quarterly Access Review - 624,,pkOIw7x35IjVPBlq,01/05/2025 9:37 pm,01/27/2025 9:56 pm,22,-240.585637,RESOURCE,IN_PROGRESS,taylor.smith664@mailinator.com,AXCQn2NoOLl4f3EBnB5w,HRPro,Application,GROUP,,,UNREVIEWED,,GROUP,AccessReviewers,,FAILED,1,taylor.smith@example.com,APPROVED,,
Quarterly Access Review - 643,,Wq89amS0lkcrSm1P,10/15/2024 5:48 pm,10/30/2024 5:52 pm,15,-329.754919,RESOURCE,ACTIVE,kiran.garcia768@example.com,3KY73vFSitTkNmQ7GaLO,Data Lake Portal,API,USER,Default Bundle,ROLE_USER,APPROVED,10/16/2024 10:59 am,GROUP,ComplianceTeam,,FAILED,1,kiran.garcia@testmail.com,REVOKED,,
Customer Portal Access - 178,,8UVbTtendkoqt1fI,07/04/2024 4:55 pm,07/22/2024 5:21 pm,18,-429.776771,RESOURCE,DRAFT,alex.martinez292@mailinator.com,YSagApRE6vkY5E6uLQmt,My Super Secure App,API,USER,,ROLE_USER,UNREVIEWED,,USER,,alex.martinez@mailinator.com,SUCCESS,1,alex.martinez@testmail.com,APPROVED,,
PCI Resource Review - 211,,pkNfcXwyni27xuaI,02/11/2025 11:31 am,02/26/2025 11:47 am,15,-211.008634,RESOURCE,COMPLETED,neha.garcia256@mailinator.com,lLWcv0vQO2AeG41TGStp,My Super Secure App,Database,GROUP,,,APPROVED,02/16/2025 12:45 pm,USER,,neha.garcia@example.com,SUCCESS,1,neha.garcia@testmail.com,APPROVED,,
Customer Portal Access - 400,,qNihNwLePjwU1vbx,07/08/2024 11:27 pm,07/31/2024 12:02 am,22,-421.498067,RESOURCE,IN_PROGRESS,neha.johnson421@testmail.com,wYn0n94KU1uVNNKsp9fR,HRPro,API,GROUP,Default Bundle,ROLE_USER,UNREVIEWED,,GROUP,AccessReviewers,,PENDING,1,neha.johnson@mailinator.com,APPROVED,,
Quarterly Access Review - 912,Quarterly Access Review audit.,6fnqWJf7zvsDfdsw,09/08/2023 9:28 pm,09/30/2023 10:22 pm,22,-725.567731,RESOURCE,IN_PROGRESS,sai.smith699@example.com,tiIWWHX6zytnwcLRokMU,HRPro,Server,USER,Default Bundle,ROLE_USER,APPROVED,09/26/2023 5:54 pm,USER,,sai.smith@testmail.com,FAILED,,sai.smith@testmail.com,APPROVED,,
SOX Resource Review - 716,SOX Resource Review audit.,CYGMZMpvdFcNvadu,03/09/2025 3:05 am,04/08/2025 3:53 am,30,-170.338102,RESOURCE,CANCELLED,taylor.brown951@mailinator.com,Pvdo0yBEaWYqUcgjo9aC,Data Lake Portal,Server,USER,,ROLE_USER,REVOKED,04/04/2025 2:21 pm,GROUP,SecurityOps,,SUCCESS,2,,,,
PCI Resource Review - 108,PCI Resource Review audit.,oc5Pp6eOA7pYVkJr,06/06/2024 1:46 pm,07/04/2024 2:07 pm,28,-447.911400,RESOURCE,DRAFT,jordan.johnson537@testmail.com,BnLveccClHqT33JpGbay,HRPro,Application,USER,,,UNREVIEWED,,GROUP,ComplianceTeam,,SUCCESS,1,,,,
Quarterly Access Review - 389,Quarterly Access Review audit.,Cb6EsH4OqvulaqHM,02/17/2024 2:30 pm,03/06/2024 3:07 pm,18,-567.869884,RESOURCE,COMPLETED,neha.patel212@example.com,kB2gqJz6fIGF4Rg6buTk,My Super Secure App,Application,USER,,,UNREVIEWED,,USER,,neha.patel@example.com,PENDING,2,neha.patel@mailinator.com,REVOKED,neha.patel@example.com,APPROVED
Quarterly Access Review - 836,,OJavvSyMWd5rolqT,06/16/2024 4:22 am,07/07/2024 5:01 am,21,-445.290451,RESOURCE,DRAFT,neha.brown487@mailinator.com,EiQeIpTHU94otLKwsUiB,My Super Secure App,API,USER,,,APPROVED,06/25/2024 2:51 am,USER,,neha.brown@example.com,SUCCESS,,neha.brown@testmail.com,APPROVED,,
Quarterly Access Review - 759,,psb3MS0DsXSLn9VP,05/06/2025 11:30 pm,05/13/2025 11:50 pm,7,-134.506285,RESOURCE,COMPLETED,neha.martinez710@testmail.com,RjOETTdobtEJh6YVdC9g,My Super Secure App,Server,GROUP,Default Bundle,,APPROVED,05/10/2025 11:21 pm,GROUP,SecurityOps,,SUCCESS,,,,neha.martinez@mailinator.com,APPROVED
Customer Portal Access - 103,,4jo04EnWDsXGm4qg,11/25/2024 11:27 pm,12/17/2024 12:21 am,21,-282.485035,RESOURCE,IN_PROGRESS,jordan.johnson131@mailinator.com,P5mlIt9pfeXlcJYf57Tq,My Super Secure App,Server,GROUP,,,REVOKED,12/12/2024 2:52 pm,GROUP,ComplianceTeam,,FAILED,1,jordan.johnson@testmail.com,REVOKED,jordan.johnson@example.com,REVOKED
Customer Portal Access - 365,,fqh03BGmBuhCeZ6f,11/25/2023 12:30 pm,12/21/2023 12:30 pm,26,-643.978762,RESOURCE,DRAFT,neha.patel833@example.com,Swz9eW0Ilx9X8Xz6RduU,HRPro,Server,GROUP,,,APPROVED,12/12/2023 7:19 pm,USER,,neha.patel@mailinator.com,SUCCESS,2,neha.patel@mailinator.com,REVOKED,neha.patel@example.com,REVOKED
PCI Resource Review - 947,,h9PRVfu9iY5oqtJj,07/27/2024 2:56 pm,08/24/2024 3:07 pm,28,-396.869884,RESOURCE,IN_PROGRESS,alex.garcia266@testmail.com,tF6GlMYQhwZI0b2dJGZM,Data Lake Portal,Database,USER,,ROLE_USER,APPROVED,08/06/2024 9:41 am,USER,,alex.garcia@mailinator.com,SUCCESS,1,,,,
SOX Resource Review - 869,SOX Resource Review audit.,3tqbTBFtS8eAOEqT,01/03/2025 10:52 am,01/28/2025 10:58 am,25,-240.042986,RESOURCE,DRAFT,sai.garcia321@mailinator.com,1EUr9yj1zAc80kwGnmmC,Finance360,Database,GROUP,,ROLE_USER,UNREVIEWED,,GROUP,SecurityOps,,FAILED,1,sai.garcia@testmail.com,REVOKED,sai.garcia@mailinator.com,APPROVED
Quarterly Access Review - 770,,kAEbhCNoEPFXu55J,06/12/2023 9:53 am,07/08/2023 9:56 am,26,-810.085729,RESOURCE,COMPLETED,alex.garcia596@example.com,MJSF91ihIIbK9tnRSpCM,Finance360,Database,GROUP,,ROLE_USER,APPROVED,07/05/2023 11:45 pm,USER,,alex.garcia@testmail.com,PENDING,,alex.garcia@example.com,REVOKED,,
PCI Resource Review - 652,,VRnDPbRgP3bZZvvN,11/30/2023 8:42 am,12/15/2023 9:12 am,15,-650.116146,RESOURCE,CANCELLED,taylor.johnson855@mailinator.com,LTyblr3bvWqMNjVh0NMH,HRPro,Server,GROUP,,ROLE_USER,REVOKED,12/10/2023 3:16 am,USER,,taylor.johnson@testmail.com,PENDING,,taylor.johnson@example.com,REVOKED,,
PCI Resource Review - 393,,5nIKwXLuJ2SNjpvL,10/02/2023 10:52 pm,10/23/2023 11:23 pm,21,-702.525081,RESOURCE,CANCELLED,sai.smith949@example.com,8OTnXEnL5nSZTWgiJtEb,Data Lake Portal,API,GROUP,,,UNREVIEWED,,GROUP,ComplianceTeam,,SUCCESS,2,sai.smith@testmail.com,APPROVED,sai.smith@testmail.com,APPROVED
PCI Resource Review - 681,PCI Resource Review audit.,CEv8XaVqJbKMVckx,03/31/2023 7:21 pm,04/19/2023 8:11 pm,19,-889.658507,RESOURCE,ACTIVE,kiran.martinez98@testmail.com,uPgyYs2l9Bbx2VWe3UxY,Finance360,API,GROUP,Default Bundle,,REVOKED,04/08/2023 11:04 am,GROUP,AccessReviewers,,FAILED,2,kiran.martinez@testmail.com,REVOKED,kiran.martinez@example.com,REVOKED
SOX Resource Review - 759,,mhhR60WgFfbpJEgX,11/21/2023 4:43 am,12/15/2023 4:49 am,24,-650.299190,RESOURCE,COMPLETED,neha.martinez330@example.com,24S0Syoje4iurPmz7OZM,Data Lake Portal,Application,USER,,,UNREVIEWED,,USER,,neha.martinez@mailinator.com,PENDING,,neha.martinez@mailinator.com,REVOKED,,
SOX Resource Review - 196,,j5VUyW7sfuXZth7t,10/27/2023 3:35 pm,11/10/2023 4:20 pm,14,-684.819282,RESOURCE,DRAFT,sai.smith286@testmail.com,N7P7RfmqsJm4QO0sucTd,HRPro,Application,GROUP,,,REVOKED,11/06/2023 3:02 am,USER,,sai.smith@example.com,FAILED,2,sai.smith@mailinator.com,REVOKED,sai.smith@example.com,APPROVED
Customer Portal Access - 458,,KevQXCz9pFUVPS6C,06/18/2023 9:17 am,06/26/2023 9:19 am,8,-822.111319,RESOURCE,ACTIVE,alex.martinez765@testmail.com,Zfcz3cRWEIYfObTi0aSq,HRPro,Database,USER,Default Bundle,,UNREVIEWED,,USER,,alex.martinez@testmail.com,FAILED,2,alex.martinez@mailinator.com,APPROVED,,
PCI Resource Review - 848,,wpqUCEccLdumBByJ,05/20/2025 9:03 pm,05/31/2025 9:18 pm,11,-116.612025,RESOURCE,COMPLETED,alex.garcia932@testmail.com,edW5hEGzTtd8rmlSIOar,Data Lake Portal,Application,GROUP,,,APPROVED,05/29/2025 9:19 am,GROUP,AccessReviewers,,FAILED,,,,,
PCI Resource Review - 129,,CcF7sw190cQoHL3e,04/07/2025 7:27 pm,04/29/2025 7:53 pm,22,-148.671400,RESOURCE,IN_PROGRESS,alex.johnson478@testmail.com,NzXhz42f6QL7tSkgwtGB,Finance360,Server,GROUP,,,APPROVED,04/26/2025 3:20 pm,GROUP,ComplianceTeam,,FAILED,,alex.johnson@testmail.com,APPROVED,,
PCI Resource Review - 969,PCI Resource Review audit.,CFPA4lhzUaQDtzy9,03/29/2023 12:11 am,04/28/2023 12:35 am,30,-881.475185,RESOURCE,CANCELLED,sai.martinez912@testmail.com,LnsFiTnwDb5I1DndDJdW,HRPro,Database,GROUP,Default Bundle,ROLE_USER,REVOKED,04/11/2023 6:00 pm,USER,,sai.martinez@mailinator.com,SUCCESS,1,sai.martinez@example.com,REVOKED,,
PCI Resource Review - 544,,HDp9Laql2oLkn6Yc,05/11/2023 11:56 pm,06/08/2023 12:55 am,27,-840.461435,RESOURCE,COMPLETED,taylor.brown246@mailinator.com,26Ve5oMOZPJQdt7eYSpa,Finance360,Database,GROUP,,,APPROVED,05/31/2023 10:17 am,USER,,taylor.brown@testmail.com,SUCCESS,2,,,taylor.brown@testmail.com,REVOKED
Customer Portal Access - 604,Customer Portal Access audit.,DgOyhPOIQN7BrYsi,03/29/2023 3:06 pm,04/16/2023 3:58 pm,18,-892.834410,RESOURCE,CANCELLED,taylor.johnson76@mailinator.com,ORxMrwz8sIt32I0Za338,My Super Secure App,Database,USER,,ROLE_USER,REVOKED,04/07/2023 4:48 pm,USER,,taylor.johnson@testmail.com,SUCCESS,2,taylor.johnson@mailinator.com,REVOKED,,
Customer Portal Access - 718,,OS81LYNtp0JhPDQC,03/16/2024 4:40 am,03/24/2024 4:52 am,8,-550.297118,RESOURCE,COMPLETED,taylor.martinez304@testmail.com,MwCS1PXYb2EFYjmo4Xpb,My Super Secure App,Database,USER,,,APPROVED,03/22/2024 3:52 am,GROUP,SecurityOps,,SUCCESS,,taylor.martinez@mailinator.com,APPROVED,,
SOX Resource Review - 65,,MiVduOf9dABYHXPP,09/27/2023 3:59 am,10/22/2023 4:01 am,25,-704.332141,RESOURCE,COMPLETED,taylor.brown432@example.com,HggBmybWn7UCHTVkPdiB,Data Lake Portal,Server,GROUP,,,UNREVIEWED,,GROUP,ComplianceTeam,,FAILED,1,,,,
PCI Resource Review - 622,PCI Resource Review audit.,8B3fTydpij794dJT,10/27/2023 6:54 am,11/26/2023 7:16 am,30,-669.197083,RESOURCE,IN_PROGRESS,neha.garcia183@mailinator.com,IY0f5ZLfFiQzbS1B6fAv,HRPro,Server,USER,,,REVOKED,10/29/2023 5:37 am,USER,,neha.garcia@mailinator.com,FAILED,1,neha.garcia@example.com,APPROVED,,
PCI Resource Review - 123,PCI Resource Review audit.,ODd0l8KDp3YB0w6T,02/07/2023 2:20 pm,02/19/2023 2:48 pm,12,-948.883090,RESOURCE,DRAFT,sai.smith331@testmail.com,PGhOr6QZszRF3SULQRNe,Finance360,Server,USER,,,UNREVIEWED,,USER,,sai.smith@mailinator.com,FAILED,1,,,,
SOX Resource Review - 277,,yJtbQt2M2bNAZufk,11/29/2024 1:24 pm,12/25/2024 2:08 pm,26,-273.910937,RESOURCE,CANCELLED,jordan.patel713@mailinator.com,NxVFCphPKP3Y0DXI6voM,Data Lake Portal,API,USER,,,UNREVIEWED,,USER,,jordan.patel@testmail.com,PENDING,2,jordan.patel@testmail.com,APPROVED,,
Quarterly Access Review - 72,,j7b4Mi0iHdV7Hww0,01/27/2023 4:30 am,02/24/2023 5:04 am,28,-944.288785,RESOURCE,CANCELLED,jordan.patel900@mailinator.com,6mUqho6sO1P9bVoLFZVg,HRPro,Application,USER,Default Bundle,,APPROVED,02/15/2023 6:57 am,GROUP,ComplianceTeam,,SUCCESS,,jordan.patel@testmail.com,REVOKED,jordan.patel@mailinator.com,APPROVED
PCI Resource Review - 451,,d5My47NKp8JOqofM,07/14/2024 9:59 pm,07/26/2024 10:14 pm,12,-425.573403,RESOURCE,IN_PROGRESS,jordan.martinez784@mailinator.com,DwYo3WxSNaKud0brNiY5,My Super Secure App,Application,USER,,,UNREVIEWED,,GROUP,SecurityOps,,PENDING,2,,,,
Customer Portal Access - 631,,sPkqR5izKcNbY9hp,07/12/2023 10:24 pm,07/22/2023 10:50 pm,10,-795.548137,RESOURCE,CANCELLED,neha.smith599@mailinator.com,M4RsFaSe99JSEuHF8bHK,Data Lake Portal,API,GROUP,,ROLE_USER,APPROVED,07/19/2023 4:37 pm,GROUP,AccessReviewers,,PENDING,1,,,,
PCI Resource Review - 870,,dCCYUazTSw5RzEPL,05/10/2023 4:17 am,05/23/2023 4:21 am,13,-856.318079,RESOURCE,COMPLETED,jordan.smith672@testmail.com,840d1mckhPEIMaSYzNqD,My Super Secure App,API,GROUP,,ROLE_USER,REVOKED,05/19/2023 11:23 am,GROUP,AccessReviewers,,PENDING,,jordan.smith@mailinator.com,APPROVED,jordan.smith@testmail.com,REVOKED
Quarterly Access Review - 157,,LwO1HDpCyyB5Ob9K,06/06/2023 11:34 am,06/16/2023 11:49 am,10,-832.007604,RESOURCE,COMPLETED,sai.johnson804@testmail.com,f7BSOX660VTvWewEvxs7,My Super Secure App,Application,GROUP,,,REVOKED,06/12/2023 2:48 pm,USER,,sai.johnson@mailinator.com,FAILED,2,sai.johnson@testmail.com,REVOKED,,
SOX Resource Review - 700,,mHH2NBWsWSvjx0Ls,07/24/2024 1:44 pm,08/08/2024 1:52 pm,15,-412.922222,RESOURCE,CANCELLED,sai.patel799@mailinator.com,5JpjulN2WTeFnK4mk5Me,Finance360,Application,GROUP,,,REVOKED,07/29/2024 9:05 am,GROUP,ComplianceTeam,,FAILED,2,,,sai.patel@testmail.com,APPROVED
Quarterly Access Review - 870,,vJlAQPCbgSJ2Eosd,12/18/2023 11:24 pm,01/03/2024 12:08 am,15,-631.494039,RESOURCE,COMPLETED,alex.garcia845@example.com,SGal2zUwy3XqoriQm3mU,My Super Secure App,Application,USER,,ROLE_USER,UNREVIEWED,,GROUP,AccessReviewers,,FAILED,,alex.garcia@example.com,APPROVED,,
SOX Resource Review - 541,,rgAezDkm9bm88JI4,06/08/2023 12:20 pm,06/27/2023 12:28 pm,19,-820.980521,RESOURCE,DRAFT,taylor.patel391@testmail.com,9nygkqUadSRJQFIuwXER,Finance360,Application,GROUP,,ROLE_USER,REVOKED,06/08/2023 10:01 pm,USER,,taylor.patel@example.com,SUCCESS,2,taylor.patel@testmail.com,APPROVED,taylor.patel@mailinator.com,REVOKED
SOX Resource Review - 866,,T2aCoKDoPhgdUW3X,10/06/2024 4:25 pm,10/14/2024 4:50 pm,8,-345.798576,RESOURCE,CANCELLED,taylor.smith228@testmail.com,uu3PJOgc3Lxce92d9nwv,Data Lake Portal,Server,USER,Default Bundle,,APPROVED,10/07/2024 3:24 pm,USER,,taylor.smith@example.com,PENDING,2,taylor.smith@testmail.com,REVOKED,,
Quarterly Access Review - 571,,xXPJKzeE3d2PsV5L,04/07/2025 11:38 am,04/16/2025 12:16 pm,9,-161.988461,RESOURCE,COMPLETED,taylor.garcia221@testmail.com,uXavnPEa8elFYCquM0XF,My Super Secure App,Server,USER,,ROLE_USER,APPROVED,04/14/2025 12:25 pm,GROUP,ComplianceTeam,,SUCCESS,1,,,taylor.garcia@testmail.com,REVOKED
Quarterly Access Review - 226,,s1BNftWkkfa7pKRg,01/30/2023 4:20 am,02/08/2023 4:25 am,9,-960.315775,RESOURCE,IN_PROGRESS,jordan.garcia325@testmail.com,eIotgkKnIq1jBC29B80z,Finance360,Database,USER,Default Bundle,ROLE_USER,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,2,,,,
PCI Resource Review - 130,,jHGpPqXluB9h9SCN,07/02/2023 5:43 am,07/26/2023 6:11 am,24,-792.242292,RESOURCE,DRAFT,sai.johnson721@example.com,L336tGoogjx4LeEwW4rC,HRPro,Application,USER,,,REVOKED,07/21/2023 4:42 am,USER,,sai.johnson@mailinator.com,PENDING,2,sai.johnson@testmail.com,APPROVED,sai.johnson@mailinator.com,APPROVED
Customer Portal Access - 344,Customer Portal Access audit.,Xmk3qLuUCMO2fDBb,03/19/2024 6:24 pm,03/28/2024 7:11 pm,9,-545.700266,RESOURCE,COMPLETED,sai.garcia97@example.com,3a8sj6vdcuDaThn8Q98W,HRPro,API,GROUP,,,REVOKED,03/28/2024 5:25 pm,GROUP,AccessReviewers,,SUCCESS,,sai.garcia@example.com,APPROVED,,
Customer Portal Access - 140,,akH1QNzG9NvvbXmv,06/28/2024 6:25 pm,07/16/2024 6:59 pm,18,-435.708808,RESOURCE,DRAFT,neha.brown843@example.com,I9gv4npIRISNsbUoQ8RD,Data Lake Portal,API,USER,,,REVOKED,07/10/2024 2:36 am,GROUP,SecurityOps,,PENDING,,,,,
Customer Portal Access - 933,Customer Portal Access audit.,IMQsms7WaLfn82pC,03/13/2023 1:52 pm,04/03/2023 2:34 pm,21,-905.892546,RESOURCE,ACTIVE,jordan.johnson479@testmail.com,heCjQA7t2uvEmlCB14u8,HRPro,Application,GROUP,,ROLE_USER,APPROVED,04/02/2023 10:38 am,USER,,jordan.johnson@testmail.com,FAILED,1,jordan.johnson@mailinator.com,REVOKED,,
Quarterly Access Review - 885,,tgoFDtOIA1nxz52E,01/06/2025 8:16 am,01/24/2025 8:23 am,18,-244.150081,RESOURCE,CANCELLED,sai.brown483@example.com,cZDgG1zKRWLiDp2qpAbp,My Super Secure App,Application,GROUP,,ROLE_USER,REVOKED,01/17/2025 4:08 pm,GROUP,SecurityOps,,PENDING,2,sai.brown@testmail.com,REVOKED,sai.brown@testmail.com,APPROVED
PCI Resource Review - 584,,mtFlga75MnlrhcOb,07/21/2024 6:08 pm,08/10/2024 6:38 pm,20,-410.723530,RESOURCE,COMPLETED,taylor.brown832@mailinator.com,GOPgiIywUQPkiAKCb95r,Finance360,Server,GROUP,Default Bundle,ROLE_USER,REVOKED,07/22/2024 5:23 pm,GROUP,ComplianceTeam,,SUCCESS,,,,taylor.brown@mailinator.com,REVOKED
Quarterly Access Review - 187,Quarterly Access Review audit.,Hl7uLtMFwF47qAuX,04/11/2024 9:02 am,05/04/2024 9:35 am,23,-509.100382,RESOURCE,IN_PROGRESS,alex.smith41@mailinator.com,XsATR9kukSuSZNUHCh05,HRPro,Database,GROUP,,ROLE_USER,APPROVED,04/25/2024 9:16 pm,USER,,alex.smith@example.com,FAILED,1,alex.smith@testmail.com,APPROVED,alex.smith@mailinator.com,APPROVED
SOX Resource Review - 756,,TH5E9LzkWyopqivV,04/07/2024 9:13 am,04/26/2024 10:07 am,19,-517.078426,RESOURCE,IN_PROGRESS,neha.garcia239@example.com,hMlw9kEEnpGLWpjHxAvI,Data Lake Portal,API,GROUP,,,APPROVED,04/18/2024 2:43 pm,USER,,neha.garcia@testmail.com,PENDING,1,,,,
Customer Portal Access - 918,,Y3nQLtRV1L0Uhemr,03/26/2025 9:58 am,04/22/2025 10:55 am,27,-156.044884,RESOURCE,COMPLETED,alex.brown562@testmail.com,suGV3HdCjBWediuLe23F,My Super Secure App,API,USER,,ROLE_USER,REVOKED,04/09/2025 7:42 pm,GROUP,SecurityOps,,PENDING,,,,,
Quarterly Access Review - 461,Quarterly Access Review audit.,qjzKyF4AC3pi99a9,03/26/2024 12:32 pm,04/20/2024 1:00 pm,25,-522.957986,RESOURCE,COMPLETED,taylor.garcia491@testmail.com,Eg7SMtlkJFKAarfred0C,Finance360,Server,GROUP,,ROLE_USER,APPROVED,04/14/2024 3:17 pm,GROUP,SecurityOps,,FAILED,,,,taylor.garcia@mailinator.com,REVOKED
Quarterly Access Review - 77,,1OMUYjsNVcIJsJzR,10/09/2024 1:53 am,10/26/2024 2:19 am,17,-334.403391,RESOURCE,DRAFT,neha.garcia4@example.com,0ECbMlzddxZGBTjcwP4G,HRPro,Server,USER,,ROLE_USER,REVOKED,10/12/2024 6:20 am,USER,,neha.garcia@mailinator.com,SUCCESS,1,,,,
Customer Portal Access - 915,,oFBp14ZLRFXZ8cES,05/23/2023 6:03 am,06/19/2023 6:59 am,27,-829.208924,RESOURCE,IN_PROGRESS,kiran.brown766@mailinator.com,Fx6IsQQorUeLbj8lWDHm,Data Lake Portal,Server,USER,Default Bundle,,UNREVIEWED,,USER,,kiran.brown@example.com,FAILED,1,,,,
PCI Resource Review - 210,,hTpDhDOqjkchvApj,04/27/2025 12:16 pm,05/19/2025 12:46 pm,22,-128.968056,RESOURCE,COMPLETED,taylor.patel308@mailinator.com,exL2h0xiXGLgJiVeI4tU,Data Lake Portal,Application,USER,,,UNREVIEWED,,USER,,taylor.patel@example.com,FAILED,2,,,,
PCI Resource Review - 732,PCI Resource Review audit.,EjZeuEk6kbaJytwR,07/22/2025 11:36 am,08/08/2025 11:57 am,17,-48.001944,RESOURCE,ACTIVE,kiran.garcia92@testmail.com,UmhkrLRXuYm47DBXo095,HRPro,API,GROUP,,,APPROVED,07/24/2025 12:14 pm,GROUP,ComplianceTeam,,PENDING,1,kiran.garcia@testmail.com,REVOKED,kiran.garcia@example.com,REVOKED
SOX Resource Review - 368,,n52VPsm8WmI6sfp7,12/28/2024 8:01 am,01/23/2025 8:03 am,26,-245.164120,RESOURCE,ACTIVE,jordan.johnson242@mailinator.com,EgsNuzrgutlTKDUpoFzJ,Finance360,API,GROUP,,ROLE_USER,REVOKED,01/02/2025 8:10 pm,GROUP,SecurityOps,,FAILED,1,jordan.johnson@testmail.com,APPROVED,,
Quarterly Access Review - 808,,HwccjqPZ2fqd3h73,02/03/2024 12:16 am,02/18/2024 12:24 am,15,-585.482789,RESOURCE,COMPLETED,alex.garcia735@example.com,indAiXJUW25eLvHU5s2s,Data Lake Portal,Database,USER,,,UNREVIEWED,,USER,,alex.garcia@mailinator.com,SUCCESS,2,,,,
SOX Resource Review - 954,,OjWsPkl0wU0wG1jZ,04/28/2024 11:20 am,05/16/2024 11:54 am,18,-497.004132,RESOURCE,COMPLETED,jordan.garcia414@example.com,091RkPLoRyA6GyH9VWc9,My Super Secure App,Database,USER,,ROLE_USER,APPROVED,05/16/2024 6:24 am,GROUP,ComplianceTeam,,FAILED,2,,,,
Customer Portal Access - 291,,sx3MYJZnxds0I21F,01/31/2023 12:59 pm,02/28/2023 1:33 pm,28,-939.935127,RESOURCE,IN_PROGRESS,taylor.smith746@testmail.com,e21pNzbzYQ2mOBkPiHnH,Data Lake Portal,Database,USER,Default Bundle,,REVOKED,02/11/2023 2:09 am,USER,,taylor.smith@example.com,FAILED,1,taylor.smith@testmail.com,REVOKED,,
Quarterly Access Review - 539,,3lZSp8zUxP7SY1IE,06/09/2025 11:27 pm,06/30/2025 12:10 am,20,-87.492951,RESOURCE,COMPLETED,taylor.brown10@example.com,hqQXthILNyxxETEM73Du,My Super Secure App,Application,GROUP,,,UNREVIEWED,,USER,,taylor.brown@testmail.com,FAILED,2,,,,
Quarterly Access Review - 482,,kQ6NBKHLA8Hv3MYi,10/30/2023 8:49 am,11/15/2023 9:20 am,16,-680.111100,RESOURCE,COMPLETED,sai.brown965@example.com,G4cc3vD6u3aRqzxqAdnG,HRPro,Application,GROUP,,,UNREVIEWED,,USER,,sai.brown@testmail.com,PENDING,1,sai.brown@mailinator.com,APPROVED,sai.brown@testmail.com,REVOKED
